,Date,Close,High,Low,Open,Volume
0,2021-01-19,194.47848510742188,196.89909365871054,192.94511173886124,195.81898382154475,9772000
1,2021-01-20,198.6735382080078,199.81152353748573,195.02815326587123,195.79966649876272,12675700
2,2021-01-21,197.83450317382812,199.79220913629553,197.4583925385607,198.7120995612485,6513500
3,2021-01-22,194.82562255859375,198.01774374155704,194.61345607071797,196.72546765386977,7316200
4,2021-01-25,193.8226776123047,194.4591771632221,188.7789329742226,193.20546993985522,19282400
5,2021-01-26,194.8159942626953,196.2432989489071,193.813037322079,194.57489728784228,9605300
6,2021-01-27,188.02671813964844,192.58826898283164,187.05269161623232,190.60163217771813,13772400
7,2021-01-28,191.16094970703125,194.80633439117955,191.11272737425247,192.87755880314808,11041300
8,2021-01-29,186.3679656982422,195.81897026534526,185.9436326586192,190.77522555977242,21503000
9,2021-02-01,191.29595947265625,192.11569496685522,188.07490783862735,188.19062966260287,12970700
10,2021-02-02,195.3946075439453,197.07264756880542,192.87755486434997,193.6972903586793,11305100
11,2021-02-03,194.1891326904297,196.26256062439126,193.82266060864677,195.83824234306252,13458600
12,2021-02-04,201.79818725585938,202.21286702888662,195.86720699327802,196.00222072349538,14534800
13,2021-02-05,201.33526611328125,202.6468342466133,201.22918285560766,202.50216723229937,10284000
14,2021-02-08,199.52218627929688,203.1482790175406,198.57709037964102,202.52143284963807,8637100
15,2021-02-09,199.1654052734375,200.23587649579315,196.4458241675747,198.43246100725992,7619400
16,2021-02-10,199.08822631835938,200.56373852353832,198.60603240253903,200.56373852353832,8467600
17,2021-02-11,203.47337341308594,204.37163954667145,200.12175069472468,200.25697402897103,8411100
18,2021-02-12,202.7972412109375,203.92732500450163,200.5950096332058,202.21770425812858,6911000
19,2021-02-16,200.80751037597656,203.8500573442412,200.27628535103392,203.47336273730224,9652700
20,2021-02-17,200.43081665039062,201.17455232211296,198.06440104571493,198.2575751227469,8373200
21,2021-02-18,202.20803833007812,202.54608924998425,197.9678036084602,198.8564160736431,7328600
22,2021-02-19,197.74560546875,202.38185579615632,196.80869596503157,202.19833531259016,15011500
