,Date,Close,High,Low,Open,Volume
0,2021-01-19,88.55441284179688,89.51564826858593,85.99177462608301,86.49646051814078,41660000
1,2021-01-20,93.29856872558594,94.273699131295,90.29327584791857,90.63369841737502,64152000
2,2021-01-21,93.50102996826172,95.87955813281762,93.26580772759824,93.97247397752348,58634000
3,2021-01-22,93.91837310791016,94.50543672127229,93.12139349550735,93.86378525576802,32744000
4,2021-01-25,94.00372314453125,95.37040330733852,92.26089490963317,94.919805555433,50586000
5,2021-01-26,94.68211364746094,95.06918843335691,93.10304872949041,93.59234796879997,31462000
6,2021-01-27,90.26498413085938,93.31841329790922,89.19010540093252,93.0424981499985,82512000
7,2021-01-28,91.96513366699219,93.69158328573165,90.86345710248793,90.86345710248793,55278000
8,2021-01-29,90.68283081054688,91.68426702027512,89.40251113891038,91.01333383693596,44530000
9,2021-02-01,93.94369506835938,95.05876695305972,91.537869114529,91.537869114529,40252000
10,2021-02-02,95.23641967773438,96.7375742923494,94.60369579708804,94.93916613642043,66332000
11,2021-02-03,102.17202758789062,104.54112860676844,99.922521611961,102.50600624841188,97882000
12,2021-02-04,101.91148376464844,102.68910130885799,100.99192568967557,102.25835779899022,48596000
13,2021-02-05,103.65827941894531,104.01111275805967,101.73134112371685,102.20575339863728,29866000
14,2021-02-08,103.44440460205078,104.95697814818854,102.39384771098673,104.2126024166411,28828000
15,2021-02-09,102.9913330078125,104.13866240440814,102.72385326200276,102.96205138124002,21892000
16,2021-02-10,103.54165649414062,104.1570097489229,101.84249703303352,103.37590903343886,25102000
17,2021-02-11,103.6543197631836,103.91484823820412,102.66727833879833,103.76597915086751,20480000
18,2021-02-12,103.96595764160156,104.18777710286646,102.90099857654532,103.20867899470525,18990000
19,2021-02-16,104.74358367919922,106.45267031039077,103.80318697811768,103.80318697811768,31004000
20,2021-02-17,105.1366195678711,105.32618913024353,103.63447293017356,103.91385613661629,20294000
21,2021-02-18,104.50092315673828,105.30386215822301,103.8816019889264,104.46073001635577,22546000
22,2021-02-19,103.65728759765625,105.13462765654127,103.39030764472844,104.59917603105531,37938000
23,2021-02-22,101.9427490234375,103.23647893744953,101.63210028023519,101.9099993387489,29466000
24,2021-02-23,102.2335433959961,102.84790471803919,98.7652498236748,99.94434439439259,34658000
25,2021-02-24,103.40916442871094,103.63297538297377,100.61627147183141,100.74082627734853,22608000
26,2021-02-25,100.04161071777344,103.36897091511271,99.57215821309238,102.02562057484711,41548000
27,2021-02-26,100.33737182617188,102.0548939056203,99.30021020364278,100.73635761176493,40042000
28,2021-03-01,102.70697784423828,103.03301325641854,100.95819013474573,101.63209913010583,26060000
29,2021-03-02,102.44992065429688,103.95157512845779,102.06235368431534,102.46778343065205,25564000
30,2021-03-03,99.81632232666016,103.02110427360444,98.95234399009125,101.82812222319419,33892000
31,2021-03-04,100.93386840820312,102.95161985010066,99.51955162533255,99.98801216184687,49216000
32,2021-03-05,104.06719970703125,104.52027360842204,100.62867970924299,102.2846703465188,53100000
33,2021-03-08,99.62227630615234,104.89443749241916,99.50764106068317,103.4215726006688,36868000
34,2021-03-09,101.25296020507812,102.42212772357182,101.01674600755987,101.71894467377746,33920000
35,2021-03-10,101.04602813720703,102.29707365898807,100.20934752586386,102.29707365898807,27100000
36,2021-03-11,104.2394027709961,104.77187858733713,102.05143601644393,102.13927332403148,27702000
37,2021-03-12,101.73136138916016,103.10150992688892,100.8589551147187,103.04196228478388,33818000
38,2021-03-15,101.95169067382812,101.97898081743861,100.62918638636894,101.48223811183603,26168000
39,2021-03-16,103.41314697265625,104.89147154660814,102.1923674371934,102.52485435636942,31900000
40,2021-03-17,103.33026123046875,104.16296639587709,101.4395482280668,102.64791686191691,26382000
41,2021-03-18,100.30908966064453,102.66181170828624,100.20189786741744,101.64102114164612,31700000
42,2021-03-19,100.58798217773438,101.08820045745158,99.39549239049998,100.72544755239356,46072000
43,2021-03-22,100.77307891845703,101.6489606264983,99.944833798889,100.62122640768891,33536000
44,2021-03-23,101.30110168457031,102.4315602691178,100.63960345971093,101.23261887288946,28510000
45,2021-03-24,100.86439514160156,102.60473976614479,100.68921273652307,101.81867923928972,25218000
46,2021-03-25,100.86092376708984,101.51497849194996,99.05605651294476,100.69170066123667,35616000
