Date,Close,High,Low,Open,Volume
2021-01-19,44.65660095214844,45.179812305062676,44.432370060960736,45.045895346905716,24123600
2021-01-20,45.31684112548828,45.363555594232785,44.50088295352693,44.718887371753446,23775600
2021-01-21,45.111305236816406,45.38536922919909,44.91198726566044,45.270138749879955,14325900
2021-01-22,45.572227478027344,45.88677590613829,45.19538951529405,45.34487798303251,19219500
2021-01-25,45.531742095947266,45.54731358948321,44.9306731788352,45.270138153274296,19031100
2021-01-26,45.939720153808594,46.03315268043328,45.30439679319304,45.354222721944254,15031500
2021-01-27,44.7967643737793,46.048731928686756,44.706446843513916,45.76844142978537,29910300
2021-01-28,44.768733978271484,45.55043445938924,44.731360963343995,44.98984992773756,22301700
2021-01-29,43.753456115722656,44.76873256188575,43.70985307832447,44.59121252863997,32509200
2021-02-01,43.37348937988281,44.06487565939141,43.34857642131463,43.88424423547241,25945200
2021-02-02,43.84064483642578,44.27042370198719,43.42643746227829,43.52609643296168,27002400
2021-02-03,43.97456359863281,44.239282527576414,43.79704716362333,43.80638863321917,14966700
2021-02-04,44.3887825012207,44.591215514460245,43.99326151084701,44.15832150783898,17346300
2021-02-05,44.95870590209961,45.11130940613617,44.388779911874266,44.67841542476707,20451600
2021-02-08,45.16737365722656,45.3386636862346,44.989853603859274,45.09885764562335,15825300
2021-02-09,45.41651916503906,45.56912267831866,45.027224633778346,45.027224633778346,15906900
2021-02-10,44.8870735168457,45.438312983225536,44.70333059213911,45.41651502908996,18576900
2021-02-11,44.852813720703125,45.14244562607039,44.75626618816111,44.89018316507918,12791400
2021-02-12,44.99296188354492,45.036564919360906,44.74381440776298,44.896417904945665,13423500
2021-02-16,45.36357498168945,45.590920965193654,45.13622899818526,45.45077749906572,27891000
2021-02-17,45.84318161010742,45.936614147799766,45.002310155397645,45.04902464220038,25571100
2021-02-18,42.872093200683594,43.818857209290655,42.822263703603575,43.289415684239565,96927300
2021-02-19,43.08386993408203,43.42021635614062,42.87520691656773,42.915694941009406,36606000
2021-02-22,42.88142776489258,43.083860715613945,42.432962400684,42.89699925617223,32106600
2021-02-23,42.1900520324707,42.78800600162358,42.062365059084975,42.700807054187216,31300200
2021-02-24,41.4862060546875,42.40493846110295,41.43637656084948,42.31462450832022,46565700
2021-02-25,41.09379577636719,41.73534910507359,40.94742232198179,41.45194723020668,33324600
2021-02-26,40.46158981323242,41.05020229192957,40.44290330678796,40.94742828852838,42470700
2021-03-01,40.913169860839844,41.286889293572685,40.83842383584129,40.97857085067025,34634400
2021-03-02,40.52075958251953,41.34294802134014,40.489616594061516,40.95676854910491,29230800
2021-03-03,39.73594665527344,40.464706174566295,39.723490171923906,40.330789177320156,41837400
2021-03-04,39.717254638671875,40.35569654592138,39.327963748371786,39.82002863124409,45348000
2021-03-05,40.21243667602539,40.40863961995548,39.47433581371373,39.49925234016269,34073700
2021-03-08,39.826271057128906,40.436681615721156,39.804469534436805,40.2778516243445,40988400
2021-03-09,40.14080810546875,40.44912652689437,39.96329165459257,40.11278013008998,31988700
2021-03-10,41.165435791015625,41.43638124407315,40.01001226725967,40.13147278599458,44929200
2021-03-11,41.14986038208008,41.57341290602481,40.96300243371823,41.53292844284783,35489700
2021-03-12,41.76961898803711,41.89419095222099,41.13429199125612,41.27132043904101,28437600
2021-03-15,41.55472183227539,41.965817827308186,41.36474889283131,41.962702815693724,25071900
2021-03-16,41.54226303100586,41.81943845975035,41.36474658384213,41.36474658384213,19881000
2021-03-17,41.19658660888672,41.46442066492908,41.10315405207682,41.265102629184774,24156300
2021-03-18,40.65867614746094,41.26538280086265,40.633659161221686,41.0183230616521,29815500
2021-03-19,41.1996955871582,41.437374775402844,40.62426213972033,40.696192215391775,57703500
2021-03-22,41.396724700927734,41.42174526237246,40.9651513319714,40.96827934952292,24654000
2021-03-23,41.887718200683594,42.0003017758266,41.165300067161944,41.190317048763795,29154900
2021-03-24,41.628143310546875,42.040955686674465,41.60937878627134,42.040955686674465,23547300
2021-03-25,41.909610748291016,42.07223545847748,41.55309546669339,41.6750595256237,28125900
2021-03-26,42.25986099243164,42.28175353091313,41.725084650273594,41.90647383374895,28653600
2021-03-29,42.74148178100586,42.84780931466234,42.09412179042217,42.21921384859853,30146400
2021-03-30,42.45063781738281,43.029199334225524,42.36619924493966,42.635151469835094,27230100
2021-03-31,42.47878646850586,42.80090067230896,42.2067062258277,42.391219878602854,24546000
2021-04-01,42.41312026977539,42.81029264670082,42.32242564577637,42.51319178951165,25595100
2021-04-05,43.60463333129883,43.832932089452754,42.59450196381977,42.757123089295916,40043100
2021-04-06,43.814170837402344,44.07999508970962,43.32004780987859,43.504561493370815,31044600
2021-04-07,43.72034454345703,44.01744537029564,43.673435016788034,43.87671321132117,20361600
2021-04-08,43.692203521728516,44.133160986297796,43.67656701141504,43.92362673754225,19095600
2021-04-09,43.71409606933594,43.81104314907658,43.37946973806046,43.66718295942601,20676600
2021-04-12,43.72034454345703,43.90173019395765,43.576487945878604,43.80478312304822,18723000
